title,n_words,n_chars,n_sents,avg_word_len,avg_sent_len_words,type_token_ratio,stopword_rate,hedge_rate,flesch_reading_ease,fk_grade_level,comma_per_1k_chars,semicolon_per_1k_chars,colon_per_1k_chars,dash_per_1k_chars,paren_per_1k_chars,quote_per_1k_chars,newline_per_1k_chars,bullet_per_1k_chars,group,is_ai
Emergent Specificity in Kinase-Substrate Networks: Synthesizing Phosphoproteomics and Structural Data to Decode Signaling Fidelity,3777,31385,206,6.91977760127085,18.33495145631068,0.2758803283028859,0.2560232989144824,0.012708498808578236,-10.87727914356438,19.331401520701437,6.659232117253465,1.0833200573522381,2.357814242472519,5.607774414529234,6.563645053369444,0.12744941851202804,5.990122670065318,0.0,claude-opus-4-5,1
"Metabolon Assembly and Emergent Metabolic Channeling: Integrating Structural, Metabolomic, and Interactome Data",4680,38455,275,6.816880341880342,17.01818181818182,0.2553418803418803,0.27735042735042736,0.01217948717948718,-9.031531468531455,18.746834498834506,6.891171499154856,0.5200884150305553,3.5105968014562476,3.95267195423222,7.021193602912495,0.02600442075152776,5.772981406839163,0.2860486282668053,claude-opus-4-5,1
Emergent Selectivity of Autophagy Receptors: Synthesizing Structural and Proteomic Data to Decode Cargo Recognition Networks,4005,32708,255,6.870162297128589,15.705882352941176,0.27415730337078653,0.24069912609238453,0.008988764044943821,-11.217032385988063,18.72565616508776,5.870123517182341,0.397456279809221,3.791121438180262,4.983490277607925,5.625535037299743,0.06114711997064939,7.0624923566100035,0.3668827198238963,claude-opus-4-5,1
Emergent Timing in Circadian Protein Networks: Integrating Structural Dynamics with Systems-Level Oscillations,4100,34689,351,6.961951219512195,11.68091168091168,0.2646341463414634,0.2226829268292683,0.005853658536585366,-4.016832673198479,16.721457994579946,6.6015163308253335,0.20179307561474819,3.862896018910894,7.841102366744502,3.343999538758684,0.08648274669203493,9.714895211738591,2.5079996540690135,claude-opus-4-5,1
Emergent Proton Gradients in Mitochondrial Cristae: Synthesizing Cryo-ET and Bioenergetic Data to Model Mesoscale Energy Transduction,4200,33962,274,6.760952380952381,15.328467153284672,0.2726190476190476,0.2638095238095238,0.012857142857142857,-2.09482273201246,17.359530761209594,7.685059772687121,0.08833402037571403,2.915022672398563,4.063364937282846,5.123373181791414,0.08833402037571403,7.125610976974265,0.677227489547141,claude-opus-4-5,1
Emergent Antigen Processing in the Immunoproteasome: Integrating Structural and Immunopeptidomic Data to Model Epitope Generation,4448,37026,286,6.912994604316546,15.552447552447552,0.26236510791366907,0.24865107913669066,0.012814748201438849,-7.707478870050778,18.198026487900588,5.428617728082969,1.4854426619132501,4.321287743747637,5.158537244098741,6.5899638092151465,0.054016096796845464,7.1301247771836005,0.24307243558580455,claude-opus-4-5,1
Emergent Selectivity in Nuclear Export: Synthesizing Structural and Transport Data to Model CRM1-Mediated Cargo Recognition,4596,37104,273,6.62532637075718,16.835164835164836,0.2550043516100957,0.26392515230635333,0.010443864229765013,-2.332979513958634,17.76705458162377,7.276843467011643,2.183053040103493,2.425614489003881,4.824277705907718,8.840017248814144,0.05390254420008624,6.7108667529107375,0.0,claude-opus-4-5,1
"Emergent Cooperativity in Transcription Factor Clusters: Synthesizing ChIP-seq, Structural, and Imaging Data to Model Enhancer Activation",3930,31529,355,6.582188295165395,11.070422535211268,0.2648854961832061,0.2340966921119593,0.008396946564885497,6.680047844317812,15.07779557753647,6.94598623489486,0.6026198103333439,5.455295125122903,8.62697833740366,6.53366741729836,0.09515049636842272,11.100891242982652,3.361984205017603,claude-opus-4-5,1
Emergent Viral Assembly: Synthesizing Cryo-EM and Sequence Data to Model How Capsid Geometry Arises from Protein Interactions,4412,34975,243,6.5854487760652765,18.156378600823047,0.2595194922937443,0.2699456029011786,0.01314596554850408,-2.614848486544332,18.134595995209477,6.347390993566833,1.1150822015725517,2.516082916368835,5.03216583273767,5.889921372408864,0.17155110793423872,4.860614724803431,0.0,claude-opus-4-5,1
Emergent Membrane Curvature Sensing: Integrating Structural and Lipidomic Data to Model BAR Domain Collective Behavior,4209,33911,266,6.697077690662865,15.823308270676693,0.26300784034212404,0.2494654312188168,0.011641720123544785,-1.4600128484075299,17.393919876312307,7.401728052844209,0.23591165108666803,3.3027631152133528,4.836188847276695,3.5386747663000206,0.05897791277166701,7.31326118368671,0.5013122585591696,claude-opus-4-5,1
Emergent Prion Strain Properties: Synthesizing Cryo-EM Structures with Clinical Data to Model How Fibril Architecture Determines Pathology,4413,36439,262,6.872875594833447,16.84351145038168,0.26829820983457964,0.23702696578291413,0.015409018808067075,-6.855997568772324,18.39999824425752,8.068278492823623,0.5488624825050084,3.2931748950300506,4.281127363539065,6.860781031312604,0.30187436537775464,6.257032300557095,0.0,claude-opus-4-5,1
Emergent Cell Polarity from Protein Localization Networks: Synthesizing Imaging and Interactome Data to Model Symmetry Breaking,4356,34809,261,6.66574839302112,16.689655172413794,0.25918273645546375,0.24908172635445364,0.01584022038567493,-3.8926033057851157,17.94844210126342,5.314717458128645,1.580051136200408,3.705938119451866,5.400902065557758,6.205291734896147,0.08618460742911317,5.6307276853687265,0.0,claude-opus-4-5,1
Emergent Specificity in Ubiquitin Chain Recognition: Synthesizing Structural and Proteomic Data to Decode the Ubiquitin Code,3669,30500,309,6.818206595802671,11.87378640776699,0.2831834287271736,0.2436631234668847,0.01062959934587081,-3.1241703911279615,16.644865006469846,6.360655737704918,1.1147540983606556,3.6065573770491803,5.114754098360655,6.8196721311475414,0.26229508196721313,7.639344262295082,0.6229508196721311,claude-opus-4-5,1
Emergent RNA Localization: Synthesizing Spatial Transcriptomics and RNA Structure Data to Model mRNA Targeting Networks,4033,32827,223,6.6965038432928345,18.08520179372197,0.27299776841061246,0.2491941482767171,0.009918175055789735,-1.2579043185201613,17.92764724653892,6.366710329911354,1.6145246291162763,3.1376610716788007,4.965424802753831,8.346787705242637,0.18277637310750297,6.397173058762604,0.0,claude-opus-4-5,1
Emergent Mechanics of Bacterial Microcompartments: Synthesizing Structural and Metabolic Data to Model Encapsulated Pathway Efficiency,4204,33803,246,6.66650808753568,17.089430894308943,0.2697431018078021,0.2668886774500476,0.010466222645099905,-2.390172928608422,17.838198695783344,6.863296157145815,0.8283288465520812,3.34289855929947,3.34289855929947,5.561636541135402,0.05916634618229152,7.070378368783835,0.2662485578203118,claude-opus-4-5,1
Emergent Receptor Clustering in Immune Synapses: Synthesizing Super-Resolution and Signaling Data to Model T Cell Activation Thresholds,4007,32310,207,6.623409034190167,19.357487922705314,0.2677813825804842,0.24532068879460944,0.008485150985774894,-3.147015452426814,18.50721165496613,6.3138347260909935,1.8879603837821108,3.064066852367688,4.333023831631074,8.851748684617764,0.09285051067780872,5.663881151346332,0.0,claude-opus-4-5,1
Emergent DNA Repair Pathway Choice: Synthesizing Damage Proteomics and Chromatin Data to Model Repair Mechanism Selection,4302,33507,252,6.4260808926080895,17.071428571428573,0.2689446768944677,0.2487215248721525,0.01092515109251511,5.715868200836837,16.703096566381088,8.028173217536635,0.02984451010236667,4.058853373921867,4.625899065866834,6.7448592831348675,0.02984451010236667,6.356880651804101,0.2686005909213,claude-opus-4-5,1
